id,song,artist,album,date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time signature,genres,release date,artist popularity,track popularity
3oqHfUHfGeMavS1lYOpaTZ,Illuminated,Arto Lindsay,Encyclopedia of Arto,2017.02.26,0.694,0.339,6,-16.506,0,0.0506,0.829,0.812,0.0975,0.361,117.942,4,['no wave'],5/20/14,31,27
4UHEKCKO6RHtQZD98gieRE,"Diamonds, Girl",El May,The Other Person Is You,2017.02.26,0.485,0.625,9,-6.695,1,0.0408,0.00377,1.22E-06,0.0803,0.617,172.001,4,[],8/26/14,17,32
35BjbTIMBgJvlHmKupLit8,Mirror Ball,The Crayon Fields,All the Pleasures of the World,2017.02.26,0.598,0.56,10,-7.249,1,0.0414,0.279,0,0.265,0.789,118.004,4,['australian indie'],9/19/09,20,34
1jVFMHnRCxEdoSk7kszKEs,Slow Down,Milosh,Jetlag,2017.02.27,0.249,0.0448,2,-14.903,1,0.0423,0.979,0.000402,0.0961,0.131,170.87,3,['electronica'],11/26/13,36,38
7hzgk557YLr0722EFkmp9Z,Feel Like Makin' Love,D'Angelo,Voodoo,2017.02.27,0.912,0.201,0,-9.793,1,0.191,0.124,0.383,0.0904,0.528,87.375,4,"['funk', 'hip hop', 'indie r&b', 'neo soul', 'r&b', 'soul', 'urban contemporary']",1/1/00,60,49
7EYp6ziilyLzdrSouBinQm,Nothing,Ó,Two Mountains,2017.02.28,0.628,0.0983,2,-13.914,1,0.0333,0.785,0.000806,0.12,0.174,82.188,3,"['indie punk', 'preverb']",10/23/15,27,8
7t8wK48eDcNaxug5ZixHaC,Sleeping Bear,Ó,Year Of The Rabbit,2017.02.28,0.444,0.476,5,-12.634,1,0.0549,0.726,0.00172,0.0989,0.189,80.279,1,"['indie punk', 'preverb']",4/15/16,27,14
62VWmsNoDmqT0Mj9oHHFVh,Strasbourg / St. Denis,Roy Hargrove,Earfood,2017.02.28,0.701,0.425,1,-10.43,1,0.0947,0.183,0.494,0.114,0.396,102.631,4,"['bebop', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz fusion', 'jazz trumpet', 'soul jazz']",1/1/08,43,38
1lthFqixUjV3IZYUFw3cVA,Year of the Rabbit,Ó,Year Of The Rabbit,2017.02.28,0.32,0.378,6,-12.206,1,0.0507,0.903,0.00023,0.137,0.399,153.668,4,"['indie punk', 'preverb']",4/15/16,27,25
2YzVPurspItybfRRJRfSG9,WTF,Ó,Year Of The Rabbit,2017.02.28,0.445,0.629,10,-10.499,1,0.146,0.86,3.77E-05,0.108,0.692,154.724,4,"['indie punk', 'preverb']",4/15/16,27,17
7BATN2GnLUKyqJLI9276VP,Alone at the Party,Ó,O.K.,2017.03.01,0.494,0.593,9,-8.549,1,0.0425,0.356,0.000167,0.115,0.398,144.96,4,"['indie punk', 'preverb']",5/12/15,27,23
0zeqKbySjKbfW5jyl3PMsW,About A Girl - Remastered,Nirvana,Bleach: Deluxe Edition,2017.03.02,0.402,0.898,11,-6.467,0,0.0316,8.86E-06,8.89E-05,0.279,0.675,132.092,4,"['alternative rock', 'grunge', 'permanent wave', 'post-grunge', 'rock']",6/15/89,75,67
1gXBi2I04CLJkTQnhNfEJT,Weight in Gold,Gallant,Ology,2017.03.03,0.38,0.438,5,-5.526,0,0.0962,0.0259,1.29E-05,0.154,0.349,179.404,3,['indie r&b'],5/4/16,59,61
3A9vIxzGBjEfqmDK7H9exS,Pyramid Song,Radiohead,Amnesiac,2017.03.04,0.127,0.335,11,-8.298,0,0.0329,0.786,0.427,0.111,0.0686,77.078,4,"['alternative rock', 'art rock', 'melancholia', 'modern rock', 'permanent wave', 'rock']",3/12/01,74,58
6FhqMiFC6PPYXihpGTFNMC,Spectre,Radiohead,Spectre,2017.03.04,0.154,0.447,4,-8.797,0,0.0292,0.557,0.912,0.108,0.12,149.423,3,"['alternative rock', 'art rock', 'melancholia', 'modern rock', 'permanent wave', 'rock']",5/7/16,74,51
1UYj8qTWjneZJDVjUMwMub,The Moment,Tame Impala,Currents,2017.03.04,0.547,0.827,7,-6.036,1,0.0468,0.000296,0.101,0.0858,0.451,119.089,4,"['australian alternative rock', 'indietronica', 'modern rock', 'neo-psychedelic', 'psychedelic rock']",7/17/15,72,63
3E0dHzJ1WIkm58RhJAe13n,Across 110th Street,Bobby Womack,The Best Of Bobby Womack - The Soul Years,2017.03.04,0.547,0.8,11,-7.397,0,0.0326,0.0765,0,0.0973,0.517,112.248,4,"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",1/1/08,56,57
5BudpQ0Ct9sss8c9Fqv9MJ,Al otro lado del rio,Jorge Drexler,Al otro lado del rio,2017.03.04,0.769,0.307,7,-12.331,1,0.0323,0.809,0.00193,0.0985,0.619,92.948,3,"['cantautor', 'latin afrobeat', 'latin alternative', 'latin rock', 'nueva cancion', 'rock en espanol']",3/15/05,63,54
3nATeGcFdtkhpUrRvgr667,Easier,Mansionair,Easier,2017.03.05,0.449,0.511,1,-5.995,1,0.0419,0.198,0.00946,0.0759,0.221,116.286,4,"['aussietronica', 'deep australian indie', 'indie r&b', 'vapor soul']",10/17/16,60,59
4DCHszO57DZHgvqalfoITR,1973 - Acoustic,James Blunt,All The Lost Souls,2017.03.05,0.632,0.378,9,-11.462,1,0.0306,0.884,2.63E-05,0.11,0.347,125.128,4,"['neo mellow', 'pop', 'pop rock']",9/17/07,74,54
6wAZS4mBjL0qWALn225isD,March,Keaton Henson,Kindly Now,2017.03.06,0.164,0.23,11,-12.856,1,0.0335,0.362,0.0262,0.118,0.17,84.032,3,"['chamber pop', 'folk-pop', 'indie anthem-folk', 'indie folk']",9/16/16,56,34
4eyl6CaFdDW0jWAQiYyP6E,Familiarity,Punch Brothers,The Phosphorescent Blues,2017.03.06,0.429,0.337,10,-11.233,1,0.0432,0.795,0.00352,0.0727,0.215,138.755,4,"['bluegrass', 'chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'new americana', 'progressive bluegrass', 'stomp and holler']",1/23/15,49,42
3p9x4bK5bwmgXE6POMvOp0,Constant Conversations,Passion Pit,Gossamer,2017.03.06,0.56,0.799,5,-4.466,0,0.0675,0.174,0.0679,0.304,0.304,69.972,4,"['alternative dance', 'folk-pop', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'shimmer pop']",7/20/12,62,54
6B6gpM6cqhVZZ208NhO24I,20 Dollar Loan,Eric Biddines,The Local Cafe,2017.03.06,0.598,0.745,7,-6.982,1,0.171,0.126,0,0.0988,0.321,169.948,4,[],1/27/17,32,3
6ROPQskDcAdD4PDFVQk7k3,Sorry,The Moth & The Flame,&,2017.03.06,0.66,0.625,6,-6.638,0,0.0314,0.0288,0.0562,0.327,0.436,136.065,3,['indie psych-rock'],11/5/13,41,40
3sxVEWDtMwY42OwoAQgM7h,Dark Comedy Morning Show (feat. Toy Light),Open Mike Eagle,Dark Comedy,2017.03.06,0.367,0.676,8,-10.362,1,0.232,0.332,0.0664,0.13,0.443,100.01,5,"['abstract hip hop', 'alternative hip hop', 'escape room', 'hip hop']",6/10/14,46,41
24GCf1A4pOTEDDcBponpjn,Carl Sagan,Night Moves,Pennied Days,2017.03.06,0.465,0.727,8,-5.181,0,0.0353,0.0112,0.802,0.0964,0.465,118.149,4,"['chillwave', 'indie psych-rock', 'indietronica']",3/25/16,42,49
5IYqv2CpO3Ky5mxMTwdFfz,Spain,Makoto Ozone,Dandyism,2017.03.06,0.402,0.243,11,-17.207,0,0.0376,0.981,0.913,0.157,0.468,91.867,3,['japanese jazz'],1998,16,2
5pLjOLnVVOVK6uvHmhBz8f,We Won't,Jaymes Young,We Won't,2017.03.06,0.501,0.315,6,-11.146,1,0.135,0.435,0,0.368,0.52,61.161,4,"['indie poptimism', 'indietronica', 'pop']",5/26/15,64,59
4WPQ9Nsy2i8ZCF4EKdX44l,Longshot,Benji Hughes,Songs in the Key of Animals,2017.03.06,0.656,0.377,2,-9.57,0,0.034,0.48,0.602,0.111,0.578,172.025,4,[],1/29/16,34,21
2XpsvLcddOSFanKBCZCEBR,Opposite House,Cass McCombs,Mangy Love,2017.03.06,0.485,0.574,5,-10.537,1,0.0295,0.637,0.265,0.0989,0.611,153.076,4,"['alternative rock', 'art pop', 'chamber pop', 'dream pop', 'folk-pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'lo-fi', 'modern rock', 'neo-psychedelic', 'new weird america', 'noise pop', 'singer-songwriter', 'slow core', 'stomp and holler']",8/26/16,54,55
0DcrhZ12WcCqruCs8ibXSf,I Can See Clearly Now - Edit,Johnny Nash,I Can See Clearly Now,2017.03.06,0.681,0.373,2,-13.2,1,0.0568,0.633,0.00113,0.0751,0.623,123.423,4,['bubblegum pop'],1972,50,65
5hwSJIVWst94aNSPBzVM8o,Joy Spring - Remastered,Gary Burton,New Vibe Man In Town,2017.03.06,0.486,0.49,8,-13.967,1,0.0468,0.731,0.00167,0.135,0.668,127.261,4,"['avant-garde jazz', 'contemporary jazz', 'contemporary post-bop', 'jazz', 'jazz electric bass', 'jazz funk', 'jazz fusion', 'jazz vibraphone']",9/30/94,33,12
25RPGkDBvks5Nr5e4sOM21,To Move On,Alex Izenberg,Harlequin,2017.03.06,0.593,0.332,9,-7.609,0,0.0399,0.701,0.019,0.162,0.694,190.129,3,[],11/18/16,27,44
6WRR9PvybA1tcrVb1abS9v,Personagem,Arto Lindsay,Encyclopedia of Arto,2017.03.06,0.677,0.798,4,-8.434,0,0.0498,0.0872,0.0847,0.0775,0.723,167.947,4,['no wave'],5/20/14,31,13
0gW3lgv1A0LjdWim1O21xo,Loro,Pinback,Pinback,2017.03.06,0.881,0.339,5,-12.733,1,0.0761,0.812,0.934,0.107,0.75,135.057,4,"['indie pop', 'indie rock', 'modern rock']",1999,44,43
5rWDuAUHGYDZZkxsXWZT2S,The Prize,Arto Lindsay,Encyclopedia of Arto,2017.03.06,0.817,0.591,0,-8.766,1,0.0499,0.125,0.646,0.0808,0.757,121.095,4,['no wave'],5/20/14,31,7
2ZSDmvujOLQCEVgyE0oqPf,Femme,Le Couleur,Voyage love,2017.03.06,0.792,0.57,6,-8.574,0,0.039,0.002,0.00937,0.106,0.784,117.992,4,['electropop'],4/25/13,32,44
7lbkMraoYo4Lop0rSwdzCV,Walrus,D.D Dumbo,Utopia Defeated,2017.03.06,0.611,0.666,6,-6.777,1,0.0631,0.301,0.121,0.122,0.854,175.911,4,"['aussietronica', 'australian alternative rock', 'deep australian indie']",10/7/16,42,50
7puXun5nXnYGBzBcYgjPKR,White Noise,Pvris,White Noise,2017.03.07,0.456,0.702,5,-7.626,0,0.0388,0.185,1.50E-05,0.332,0.224,140.034,4,"['pixie', 'pop emo', 'pop punk']",11/4/14,58,47
03j2dl7r3hud5V7uoVsnJQ,The Wrong Year,The Decemberists,"What A Terrible World, What A Beautiful World",2017.03.08,0.397,0.698,7,-5.399,1,0.0293,0.000653,0.00303,0.115,0.625,172.067,4,"['chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'indie rock', 'modern rock', 'neo-psychedelic', 'portland indie', 'stomp and holler']",1/20/15,56,38
6R0HTeqTGWQNVxOQlJJEJ3,When the World Comes to an End,Dirty Projectors,Mount Wittenberg Orca,2017.03.10,0.44,0.318,5,-11.555,1,0.0466,0.581,6.80E-06,0.121,0.502,156.306,3,"['alternative rock', 'art pop', 'brooklyn indie', 'chamber pop', 'chillwave', 'dream pop', 'folk-pop', 'freak folk', 'indie folk', 'indie pop', 'indie r&b', 'indie rock', 'indietronica', 'lo-fi', 'modern rock', 'neo-psychedelic', 'new rave', 'noise pop', 'shimmer pop', 'stomp and holler']",10/25/11,55,29
6pn7hljG8QY8aSvfjdyu7I,On and Ever Onward,Dirty Projectors,Mount Wittenberg Orca,2017.03.10,0.719,0.236,7,-9.063,1,0.0329,0.774,0,0.0622,0.837,112.27,4,"['alternative rock', 'art pop', 'brooklyn indie', 'chamber pop', 'chillwave', 'dream pop', 'folk-pop', 'freak folk', 'indie folk', 'indie pop', 'indie r&b', 'indie rock', 'indietronica', 'lo-fi', 'modern rock', 'neo-psychedelic', 'new rave', 'noise pop', 'shimmer pop', 'stomp and holler']",10/25/11,55,32
0mgtiiVldf7Owx7p4MinC2,Hold Me Down,Mansionair,Pick Me Up,2017.03.12,0.582,0.408,4,-8.89,0,0.0425,0.62,0.0814,0.0856,0.0568,100.052,4,"['aussietronica', 'deep australian indie', 'indie r&b', 'vapor soul']",10/2/15,60,49
7L9b4DcYOqUMsryjTPzKGH,Hostage,Klangstof,Close Eyes to Exit,2017.03.17,0.581,0.417,5,-10.239,1,0.0303,0.138,0.743,0.109,0.232,132.014,4,['dutch indie'],9/9/16,39,42
5IRLnB7JqTMcIlMtE0Rcuv,Reverse Faults,Sampha,Process,2017.03.19,0.68,0.428,7,-11.283,0,0.0517,0.388,0.00407,0.0825,0.415,127.922,4,"['indie r&b', 'neo soul']",2/3/17,63,54
37el170lJYr5CiWJFk207u,Blood on Me,Sampha,Process,2017.03.19,0.775,0.517,11,-8.186,1,0.137,0.122,0.0142,0.609,0.613,104.018,4,"['indie r&b', 'neo soul']",2/3/17,63,59
1i1KQqVPzdeuGTzrWSraAL,Stardust,Louis Armstrong,Jazz Standards - CD 1,2017.03.20,0.596,0.26,1,-11.27,1,0.0588,0.995,0.901,0.071,0.629,120.635,4,"['adult standards', 'christmas', 'dixieland', 'jazz trumpet', 'new orleans jazz', 'swing', 'vocal jazz']",6/2/06,66,32
0WQiDwKJclirSYG9v5tayI,There Is A Light That Never Goes Out - 2011 Remastered Version,The Smiths,The Queen Is Dead,2017.03.20,0.523,0.769,4,-5.855,1,0.0269,0.04,0,0.136,0.876,136.162,4,"['dance rock', 'indie rock', 'madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']",1986,68,70
0SMkzFGJOBFDI9KfYD55L0,There She Goes,The La's,The La's,2017.03.20,0.535,0.842,7,-6.735,1,0.0279,0.0166,0.677,0.178,0.895,122.684,4,['britpop'],1990,49,56
5iK8GmW2uiPuUc5CtkZrIK,Downtown,Majical Cloudz,Are You Alone?,2017.03.21,0.382,0.283,6,-9.357,1,0.0292,0.786,0.00478,0.111,0.0441,95.3,4,"['art pop', 'shiver pop']",10/16/15,43,56
3n69hLUdIsSa1WlRmjMZlW,Breezeblocks,alt-J,An Awesome Wave,2017.03.21,0.616,0.656,5,-7.298,1,0.0344,0.096,0.000879,0.205,0.286,150.071,4,"['indie rock', 'modern rock']",9/18/12,70,71
2uhEKg8kIzpdvz4gyy6x8W,Only Love,Ben Howard,Every Kingdom,2017.03.21,0.545,0.485,8,-9.941,1,0.151,0.3,0.00137,0.119,0.341,80.401,4,"['fingerstyle', 'folk-pop', 'indie folk', 'neo mellow']",1/1/11,70,71
4jGEOzd4KKiXmkks3YKvhl,Weird Honey,Elvis Depressedly,Holo Pleasures / California Dreamin',2017.03.21,0.573,0.499,6,-7.912,1,0.0258,0.109,0.854,0.15,0.519,89.977,4,"['anti-folk', 'indie garage rock', 'indie psych-pop', 'lo-fi', 'preverb', 'shimmer psych']",6/3/16,44,51
78UXazjKsdo5HpiVHl8lLW,Just Tell Me,Nico Yaryan,What A Tease,2017.03.21,0.639,0.628,9,-5.585,1,0.0241,0.24,7.75E-06,0.121,0.548,94.011,4,[],6/3/16,36,46
2AT8iROs4FQueDv2c8q2KE,R U Mine?,Arctic Monkeys,AM,2017.03.21,0.288,0.758,6,-5.692,0,0.0371,0.00616,0,0.303,0.619,97.094,4,"['garage rock', 'modern rock', 'permanent wave', 'sheffield indie']",9/9/13,81,75
0s2daWQFrTz6UYhPQqHTYx,A 1000 Times,Hamilton Leithauser + Rostam,I Had A Dream That You Were Mine,2017.03.21,0.64,0.837,7,-4.204,1,0.0472,0.638,0,0.225,0.646,92.013,4,[],9/23/16,49,59
3MC4XRbQADJdW9IIIwbe2u,Cornerstone,Arctic Monkeys,Humbug,2017.03.21,0.287,0.721,9,-5.81,1,0.0387,0.00764,0,0.328,0.763,169.252,4,"['garage rock', 'modern rock', 'permanent wave', 'sheffield indie']",8/25/09,81,53
4KGyQfes7t5BiaoBvs380e,Fake Tales Of San Francisco,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",2017.03.22,0.454,0.778,9,-4.225,1,0.0449,0.00998,0,0.0427,0.704,127.158,4,"['garage rock', 'modern rock', 'permanent wave', 'sheffield indie']",2/21/06,81,49
0hDQV9X1Da5JrwhK8gu86p,Maps,Yeah Yeah Yeahs,Fever To Tell (Deluxe Remastered),2017.03.23,0.502,0.94,7,-5.178,1,0.084,0.000413,0.542,0.553,0.144,119.762,4,"['alternative dance', 'alternative rock', 'art pop', 'brooklyn indie', 'dance-punk', 'folk-pop', 'garage rock', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave']",4/29/03,61,64
13NCxLOlvQ4Tnexgfp03Gs,Do Me A Favour,Arctic Monkeys,Favourite Worst Nightmare (Standard Version),2017.03.23,0.471,0.735,11,-6.685,0,0.0582,7.84E-05,0.122,0.101,0.636,180.127,4,"['garage rock', 'modern rock', 'permanent wave', 'sheffield indie']",4/24/07,81,54
71D4LseR0RADPbyvMeTIHR,Can't Stand Me Now,The Libertines,The Libertines,2017.03.24,0.368,0.935,4,-3.204,1,0.0587,0.0111,0.00201,0.0948,0.558,164.425,4,"['alt-indie rock', 'alternative rock', 'britpop', 'dance-punk', 'garage rock', 'indie rock', 'modern rock', 'new rave', 'rock']",2004,56,63
6wNUBZNWFxdUGof6vkaykE,One For The Road,Arctic Monkeys,AM,2017.03.24,0.415,0.668,0,-6.849,1,0.036,0.212,0.0615,0.27,0.842,180.048,4,"['garage rock', 'modern rock', 'permanent wave', 'sheffield indie']",9/9/13,81,65
436553ROl3wNN13rZobMiL,Bear,The Antlers,Hospice,2017.03.29,0.253,0.524,4,-9.296,0,0.0706,0.418,1.70E-06,0.567,0.351,80.769,4,"['brooklyn indie', 'chamber pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'lo-fi', 'melancholia', 'modern rock', 'noise pop', 'stomp and holler']",6/23/09,46,41
2vWxvpycD0ELvOJr6g4pQt,WEIGHT OFF,KAYTRANADA,99.90%,2017.03.29,0.65,0.495,0,-6.385,0,0.0451,0.523,0.723,0.123,0.394,80.032,4,"['escape room', 'indie r&b']",5/6/16,65,58
2CbtdkBeW9Znt4vXTOafAl,A Certain Romance,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",2017.03.30,0.455,0.881,11,-5.587,1,0.0401,0.000566,6.06E-05,0.11,0.201,137.949,4,"['garage rock', 'modern rock', 'permanent wave', 'sheffield indie']",2/21/06,81,53
1H7yy9jlDYS2EBF41J6Yf5,Black Boy Fly - Bonus Track,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",2017.03.30,0.597,0.727,1,-5.349,1,0.166,0.109,1.59E-06,0.102,0.559,160.091,4,"['hip hop', 'pop rap', 'rap', 'west coast rap']",2012,87,51
7hzroYwyyldxIkiw3AFCrl,No Coffee,Amber Coffman,City of No Reply,2017.03.30,0.561,0.52,7,-7.284,1,0.0628,0.344,0,0.106,0.668,199.854,4,['art pop'],6/2/17,54,42
7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,Kendrick Lamar,DAMN.,2017.03.31,0.904,0.611,1,-6.842,0,0.0888,0.000259,2.03E-05,0.0976,0.4,150.02,4,"['hip hop', 'pop rap', 'rap', 'west coast rap']",4/14/17,87,84
00UDD8mjooNiezsxVRCYWX,Limerence,Yves Tumor,Mono No Aware,2017.03.31,0.323,0.323,8,-16.604,1,0.0299,0.889,0.209,0.119,0.705,182.047,3,"['art pop', 'escape room', 'fluxwork', 'indie r&b', 'mandible', 'outsider house', 'vaporwave']",3/17/17,36,43
1h2LHhmyAXi8tPNLi806JA,"Shadow Man (feat. Phoelix, Smino & Saba)",Noname,Telefone,2017.04.02,0.611,0.454,0,-7.436,0,0.201,0.469,1.52E-06,0.189,0.444,93.004,4,"['escape room', 'hip hop', 'indie r&b', 'neo soul', 'rap']",8/12/16,59,63
4n1KFLI2YNlwfOYvkF7X3x,Miasma Sky,Baths,Obsidian,2017.04.04,0.631,0.591,9,-11.232,0,0.0385,0.232,0.798,0.103,0.311,120.04,3,"['art pop', 'chillwave', 'freak folk', 'indie r&b', 'indietronica', 'wonky']",5/28/13,44,45
1ntaQ5nSrrbJwEuwAAbHiY,Creature,It Looks Sad.,Kaiju,2017.04.04,0.519,0.724,4,-7.301,1,0.0303,0.000559,0.00037,0.12,0.467,135.051,4,"['alternative emo', 'indie garage rock']",6/19/15,43,55
3EZvhNCLA30qUZT2LMDYRL,"I Kissed a Girl, and She Kissed Me",Kid Bloom,A Different State of Mind,2017.04.04,0.756,0.468,10,-12.357,1,0.0394,0.761,0.0535,0.178,0.559,118.019,4,"['indie garage rock', 'indie psych-rock']",12/2/16,48,50
6b8nz7zFlAeNACOA1lVYG7,Hazy Miss Daisy,Kid Bloom,A Different State of Mind,2017.04.04,0.747,0.368,8,-8.214,1,0.0416,0.888,0.0087,0.126,0.773,76.008,4,"['indie garage rock', 'indie psych-rock']",12/2/16,48,46
72boGlgSwUK01n44O2tOCv,Lost in the Supermarket,The Clash,London Calling,2017.04.04,0.608,0.634,4,-11.24,1,0.0725,0.0568,0.00568,0.116,0.841,147.514,4,"['classic rock', 'dance rock', 'new wave', 'permanent wave', 'punk', 'rock']",1979,68,58
61au8r2wPFZVPhEG11bQTx,Electric U,Kid Bloom,Electric U,2017.04.04,0.91,0.37,1,-10.731,0,0.0413,0.302,0.00143,0.067,0.962,112.033,4,"['indie garage rock', 'indie psych-rock']",6/17/16,48,51
7J5rV8JX8Pzjrn5vGRbOy7,Vessels,Rationale,Vessels,2017.04.06,0.717,0.507,0,-6.973,1,0.107,0.379,3.16E-05,0.156,0.295,140.785,4,"['indie anthem-folk', 'indie r&b']",2/10/17,49,36
2HFLh8qlNfW4EPpHVHz7Ej,Getting It On,SALES,SALES - EP,2017.04.06,0.747,0.538,11,-9.664,0,0.033,0.877,0.766,0.0877,0.3,136.948,4,"['electropop', 'indie garage rock', 'indie psych-rock', 'lo-fi beats']",9/22/14,56,58
2mxByJWOajjiVsLWjNXvDJ,Oh! Darling - Remastered 2009,The Beatles,Abbey Road (Remastered),2017.04.06,0.422,0.656,4,-8.412,1,0.0397,0.0126,0.0279,0.268,0.549,173.93,3,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']",9/26/69,82,63
13obDQRlMWHR7UVRyCYUld,Prodigal Son,Rationale,Rationale,2017.04.06,0.487,0.753,1,-4.815,1,0.093,0.377,0.00172,0.127,0.586,79.454,4,"['indie anthem-folk', 'indie r&b']",10/6/17,49,42
0MfajdHPmTTY98hRZxgFWn,Clair de Lune,Kamasi Washington,The Epic,2017.04.08,0.352,0.357,1,-10.013,1,0.0334,0.734,0.864,0.136,0.213,130.184,3,"['contemporary jazz', 'jazz saxophone']",5/5/15,57,39
5dJCYzLWPrhlPLhcsrkaBi,The Wheel,SOHN,Tremors,2017.04.08,0.669,0.431,6,-6.988,0,0.0498,0.304,0.0246,0.0829,0.259,180.038,3,"['chamber pop', 'electropop', 'indie r&b', 'indietronica', 'vapor soul']",4/7/14,54,56
73mWDi4lup2qkfXKX7vD2y,Glare,"Sheep, Dog & Wolf",Egospect,2017.04.08,0.389,0.453,7,-6.633,0,0.0294,0.569,2.31E-05,0.263,0.52,150.437,4,[],8/23/13,27,39
2x5Frs6ts14U4MSLrQQlXg,Why iii Love The Moon.,Phony Ppl,Yesterday's Tomorrow,2017.04.08,0.706,0.483,1,-7.929,1,0.0393,0.547,1.94E-06,0.136,0.663,92.002,4,['indie r&b'],1/13/15,49,63
6vApkzmJWAVQIktDprXg9P,Hold On - 2010 - Remaster,John Lennon,Gimme Some Truth,2017.04.08,0.685,0.215,1,-17.77,0,0.0794,0.534,0.029,0.233,0.712,83.403,4,"['album rock', 'art rock', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock']",10/5/10,64,19
1o0kWPueYo94LIjPYOE5Nf,Saint Pablo,Kanye West,The Life Of Pablo,2017.04.09,0.502,0.768,2,-4.102,0,0.344,0.273,0,0.204,0.403,168.218,4,"['pop rap', 'rap']",6/10/16,89,64
4xyoLXrUb0cpROQwZe1ggb,Know,Syd,Fin,2017.04.09,0.496,0.65,5,-3.867,1,0.103,0.254,8.68E-06,0.101,0.551,134.9,4,"['escape room', 'indie r&b', 'r&b']",2/3/17,62,51
42kJ4xNjMHEeIuLxfIUOYd,Foreign Bodies,Radiation City,Animals In The Median,2017.04.10,0.631,0.729,4,-6.4,1,0.0459,0.204,0.00543,0.136,0.469,122.049,4,"['portland indie', 'shimmer pop']",5/21/13,33,37
29YJwU9p4NhXZ4tIVPoY8W,Golden,Szymon,Tigersapp,2017.04.11,0.624,0.803,4,-7.399,0,0.0268,0.204,0.00149,0.413,0.52,140.013,4,[],8/21/15,28,36
5zgzuSn1nRgZX656hWdAI4,Give Me Love (Give Me Peace On Earth) - 2009 Digital Remaster,George Harrison,Let It Roll - Songs Of George Harrison,2017.04.11,0.421,0.7,5,-7.976,1,0.0518,0.263,1.02E-05,0.147,0.588,79.798,4,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']",6/15/09,66,37
3OeUlriM0EZHdWleJtjoVr,Got My Mind Set On You - 2004 Digital Remaster,George Harrison,Cloud Nine,2017.04.11,0.767,0.854,4,-6.947,1,0.0426,0.465,2.03E-06,0.485,0.963,149.206,4,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']",11/2/87,66,66
6kNMg11e0ApnTmExdayfA1,Crowded Places,Banks,Crowded Places,2017.04.12,0.52,0.339,0,-10.722,1,0.0566,0.796,0,0.1,0.112,65.995,4,"['alternative r&b', 'electropop', 'indie r&b', 'indietronica', 'pop', 'tropical house']",4/7/17,62,58
64IwYiWPmqjy4ALyzSkSN7,Poltergeist,Banks,The Altar,2017.04.12,0.544,0.37,2,-8.313,0,0.0371,0.718,0,0.122,0.198,130.155,4,"['alternative r&b', 'electropop', 'indie r&b', 'indietronica', 'pop', 'tropical house']",9/30/16,62,51
6ayaWMVlsyvtoO5CzafBiX,27 Hours,Banks,The Altar,2017.04.12,0.485,0.583,6,-6.685,0,0.0307,0.0302,0.000134,0.2,0.226,75.929,4,"['alternative r&b', 'electropop', 'indie r&b', 'indietronica', 'pop', 'tropical house']",9/30/16,62,46
7ePAQxW4DlDWQGg4ulJvE3,Haunt,Banks,The Altar,2017.04.12,0.415,0.606,6,-10.56,1,0.179,0.251,0.00146,0.145,0.82,153.457,5,"['alternative r&b', 'electropop', 'indie r&b', 'indietronica', 'pop', 'tropical house']",9/30/16,62,42
651S8Qu1wdTSoWjb8zJ7Cc,"Brahms: Symphony No.3 in F, Op.90 - 3. Poco allegretto",Johannes Brahms,Best Classical Music: The Greats,2017.04.13,0.0746,0.0327,0,-27.191,0,0.0412,0.959,0.886,0.087,0.0504,75.083,3,"['classical', 'romantic era']",9/21/15,57,32
4Ivo07fh9EyPtPinrxXlC4,"Violin Concerto In E Minor, Op.64, MWV O14: 1. Allegro molto appassionato",Felix Mendelssohn,"Mendelssohn: Violin Concerto; Symphony No.4 - ""Italian""; Hebrides Overture",2017.04.14,0.288,0.155,4,-19.499,0,0.0425,0.914,0.178,0.1,0.163,99.495,4,"['classical', 'romantic era']",1/1/11,53,48
