id,song,artist,album,date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time signature,genres,release date,artist popularity,track popularity
0DiwteTBKNrcWW0w6RcS9c,Blackbird - Live,Brad Mehldau,10 Years Solo Live,2016.12.28,0.308,0.187,7,-19.462,1,0.038,0.982,0.926,0.702,0.0706,83.005,4,"['bebop', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'jazz', 'jazz fusion', 'jazz piano', 'vocal jazz']",10/16/15,48,27
7znDFQC7nsafvBmQPWCq61,No Surprises,Noordpool Orchestra,"Radiohead, A Jazz Symphony",2016.12.28,0.316,0.39,5,-9.814,1,0.034,0.918,0.693,0.238,0.0957,68.146,4,[],10/14/12,28,23
0jyXW8hxeIzX4QwznqVT0E,Maiden Voyage / Everything In Its Right Place,Robert Glasper,In My Element,2016.12.28,0.417,0.374,5,-17.408,0,0.0486,0.913,0.94,0.116,0.105,141.187,4,"['contemporary jazz', 'contemporary post-bop', 'indie jazz', 'jazz', 'jazz fusion', 'neo soul']",3/13/07,50,42
114hBlz8pLWfGrpVtD1XZw,Suite: Everything In It's Right Place - Pyramid Song,Noordpool Orchestra,"Radiohead, A Jazz Symphony",2016.12.28,0.533,0.423,1,-8.075,1,0.0274,0.698,0.901,0.0997,0.115,117.966,4,[],10/14/12,28,23
73ik3a517Lz2W7eLWejapJ,Exit Music - For A Film,Brad Mehldau,"Songs: The Art Of The Trio, Volume Three",2016.12.28,0.283,0.174,4,-21.064,0,0.0331,0.921,0.676,0.0582,0.117,154.72,4,"['bebop', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'jazz', 'jazz fusion', 'jazz piano', 'vocal jazz']",9/15/98,48,40
3r4CtYzpWR5J4eN2KWf6Lx,When God Put a Smile Upon Your Face,Mauro Gargano,Pop In Jazz (The Greatest Jazz Covers of Pop Hits),2016.12.28,0.381,0.408,8,-10.482,1,0.0601,0.613,1.11E-05,0.11,0.455,167.553,4,['italian jazz'],8/26/16,1,4
5ykzEwNbLhoXoEsND4MMe7,15 Step,Noordpool Orchestra,"Radiohead, A Jazz Symphony",2016.12.28,0.631,0.624,1,-8.976,1,0.0453,0.0903,0.832,0.0567,0.93,97.077,5,[],10/14/12,28,31
0nbAKsTcygTNGU5dxO6y8f,Hoppípolla,Sigur Rós,Takk,2016.12.30,0.306,0.688,11,-6.446,1,0.0325,0.0281,0.223,0.207,0.176,140.026,4,"['bow pop', 'chamber pop', 'compositional ambient', 'dream pop', 'ethereal wave', 'icelandic pop', 'icelandic rock', 'indie folk', 'melancholia', 'post rock']",2005,57,48
1u8gOdcWxHBR6etiLJMaWC,Lone Wolf and Cub,Thundercat,The Beyond / Where the Giants Roam,2016.12.30,0.281,0.509,2,-12.749,0,0.0393,0.702,0.887,0.128,0.273,195.954,5,"['hip hop', 'indie r&b']",6/22/15,59,34
2JtL0a3NHcGkFQ7kfDLKUT,Swing Lo Magellan,Dirty Projectors,Swing Lo Magellan,2016.12.30,0.738,0.366,5,-10.231,0,0.0324,0.825,2.69E-05,0.118,0.507,101.031,4,"['alternative rock', 'art pop', 'brooklyn indie', 'chamber pop', 'chillwave', 'dream pop', 'folk-pop', 'freak folk', 'indie folk', 'indie pop', 'indie r&b', 'indie rock', 'indietronica', 'lo-fi', 'modern rock', 'neo-psychedelic', 'new rave', 'noise pop', 'shimmer pop', 'stomp and holler']",7/10/12,55,51
7xqeIdLJSf3bgmZ7vUvHrE,Idioteque,Radiohead,Kid A,2016.12.30,0.615,0.931,3,-7.8,1,0.24,0.0352,2.37E-05,0.0914,0.53,137.544,3,"['alternative rock', 'art rock', 'melancholia', 'modern rock', 'permanent wave', 'rock']",10/1/00,74,61
3pcCifdPTc2BbqmWpEhtUd,Burn the Witch,Radiohead,A Moon Shaped Pool,2016.12.30,0.541,0.847,11,-6.52,1,0.0297,0.303,0.271,0.109,0.62,148.937,4,"['alternative rock', 'art rock', 'melancholia', 'modern rock', 'permanent wave', 'rock']",5/8/16,74,60
1Cp8YsBzTdIHoFC8FXPVH5,1936,PHOX,PHOX,2016.12.30,0.649,0.654,9,-8.76,1,0.044,0.713,0.000163,0.0985,0.71,122.874,4,['chamber pop'],6/24/14,34,39
1ReBFnRG82cgGs41ChSKbn,Morphine,The Ninjas,Morphine,2016.12.30,0.519,0.646,6,-7.309,0,0.0359,0.117,4.30E-05,0.162,0.73,132.058,4,[],4/15/16,28,46
3ygiu2TdSgWd50UW6hCLNV,Savage Night at the Opera,Destroyer,Kaputt,2016.12.30,0.675,0.593,0,-8.11,1,0.0393,0.00243,0.175,0.0745,0.796,146.976,4,"['alternative dance', 'alternative rock', 'anti-folk', 'art pop', 'chamber pop', 'chamber psych', 'chillwave', 'dream pop', 'experimental rock', 'folk-pop', 'freak folk', 'garage psych', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'lo-fi', 'modern rock', 'neo-psychedelic', 'new weird america', 'noise pop', 'noise rock', 'preverb', 'slow core', 'stomp and holler', 'vancouver indie']",1/25/11,48,36
64R1bZ9rEnjer8oCwYdXPz,Poor in Love,Destroyer,Kaputt,2017.01.01,0.592,0.458,4,-10.352,1,0.0325,0.136,0.025,0.191,0.188,114.968,4,"['alternative dance', 'alternative rock', 'anti-folk', 'art pop', 'chamber pop', 'chamber psych', 'chillwave', 'dream pop', 'experimental rock', 'folk-pop', 'freak folk', 'garage psych', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'lo-fi', 'modern rock', 'neo-psychedelic', 'new weird america', 'noise pop', 'noise rock', 'preverb', 'slow core', 'stomp and holler', 'vancouver indie']",1/25/11,48,32
5JEQw0IWeaG1VF2xcfMhrW,孤独の発明,toe,the book about my idle plot on a vague anxiety,2017.01.01,0.539,0.702,10,-9.198,1,0.0283,0.0342,0.803,0.185,0.461,121.95,4,"['instrumental post rock', 'post rock']",6/20/12,45,50
62IQSAGpdUI2NK1UcRCCgQ,Shades,Alexandra Savior,Belladonna of Sadness,2017.01.01,0.535,0.578,11,-8.208,0,0.0284,0.00491,0.000198,0.136,0.808,149.943,4,[],4/7/17,40,43
1wRCg1JyRmbJEg9ESOMlVp,Spooky Couch,"Albert Hammond, Jr.",Como Te Llama?,2017.01.01,0.532,0.494,7,-10.654,1,0.0355,0.979,0.674,0.123,0.888,156.278,4,"['dance-punk', 'garage rock', 'indie pop', 'indie rock', 'modern rock', 'punk blues']",7/8/08,51,40
1LSRK0Xiam1LAb2ZDouKBC,むこう岸が視る夢,toe,the book about my idle plot on a vague anxiety,2017.01.03,0.489,0.71,7,-8.623,1,0.0266,0.18,0.933,0.254,0.403,140.316,3,"['instrumental post rock', 'post rock']",6/20/12,45,37
18oy1auqHui2VpSGdpLoDi,everything means nothing,toe,the book about my idle plot on a vague anxiety,2017.01.03,0.337,0.689,11,-8.721,0,0.0321,0.0396,0.517,0.0908,0.567,128.031,4,"['instrumental post rock', 'post rock']",6/20/12,45,32
1r4vbAoeiZsDdmTl7whUE7,Astronaut,Samuel Orson,Astronaut,2017.01.03,0.552,0.522,2,-12.7,1,0.0346,0.16,0.75,0.1,0.731,120.163,4,[],12/1/15,19,11
4UXg00JPKFKNaTbR8DkOUH,The Color Green,Samuel Orson,Astronaut,2017.01.03,0.218,0.68,2,-11.16,1,0.0309,0.182,0.941,0.0669,0.915,89.316,4,[],12/1/15,19,9
3kjpq6QXeJTgPbC1ed8wql,Enna Solla Pogirai,Shankar Mahadevan,Kandukondain Kandukondain (Original Motion Picture Soundtrack),2017.01.05,0.766,0.438,4,-13.101,0,0.164,0.0303,9.79E-06,0.0862,0.331,82.012,4,"['deep indian pop', 'desi', 'desi hip hop', 'filmi', 'indian pop', 'sufi']",4/8/60,48,41
2212JVZd0O1erqbYrv8PBf,I Don't Wanna Miss You,Twin Peaks,I Don't Wanna Miss You / Disappear,2017.01.05,0.452,0.806,7,-5.22,1,0.0393,0.00259,0.512,0.106,0.446,118.88,4,"['indie garage rock', 'preverb']",12/30/16,49,26
0SYRVn2YF7HBscQEmlkpTI,Roxanne - Remastered 2003,The Police,Outlandos D'Amour,2017.01.05,0.608,0.746,0,-8.851,1,0.354,0.026,2.39E-06,0.043,0.745,134.03,4,"['album rock', 'art rock', 'classic rock', 'dance rock', 'mellow gold', 'new wave', 'permanent wave', 'rock', 'soft rock']",11/2/78,71,67
2vbZk93VqzMehEm5xe1EnF,Liquid Dance,A.R. Rahman,Slumdog Millionaire - Music From The Motion Picture,2017.01.08,0.819,0.776,10,-7.643,0,0.0918,0.158,0.499,0.205,0.84,100.002,4,"['desi', 'desi hip hop', 'filmi', 'indian pop', 'sufi']",1/1/13,58,23
7Kpqjspw4Y7HrvItIRcBiW,Jai Ho! (You Are My Destiny),A.R. Rahman,Jai Ho! (You Are My Destiny),2017.01.08,0.653,0.942,8,-3.858,0,0.0609,0.0548,1.06E-06,0.0699,0.895,136.198,4,"['desi', 'desi hip hop', 'filmi', 'indian pop', 'sufi']",2/23/09,58,56
1Nnrj856MMGbtVRzJBMTFE,Latika's Theme,A.R. Rahman,Slumdog Millionaire - Music From The Motion Picture,2017.01.09,0.28,0.208,0,-21.619,1,0.0393,0.971,0.344,0.0812,0.0889,94.941,4,"['desi', 'desi hip hop', 'filmi', 'indian pop', 'sufi']",1/1/13,58,37
0OcP0ZD8f5paG9taHQNspu,Southern Skies,Yuck,Southern Skies,2017.01.10,0.607,0.309,0,-14.491,1,0.0503,0.0311,0.575,0.117,0.0981,97.997,4,"['alternative rock', 'chillwave', 'dream pop', 'indie rock', 'lo-fi', 'neo-psychedelic', 'noise pop', 'noise rock', 'nu gaze']",4/14/14,38,45
49SL9f1Kz73p0bzsNPTY4l,Northern Downpour,Panic! At The Disco,Pretty. Odd.,2017.01.10,0.47,0.474,5,-9.406,1,0.0262,0.0643,0,0.0645,0.241,170.173,4,"['emo', 'modern rock', 'pop punk', 'vegas indie']",3/21/08,84,59
2uPc8UjfmiuzmAJj3VBs8N,Alarmed,Oddisee,The Odd Tape,2017.01.10,0.516,0.639,8,-9.888,1,0.0442,0.00123,0.902,0.0902,0.402,104.293,4,"['alternative hip hop', 'hip hop']",5/13/16,53,35
4qweq7Zp2QnST0lC9WchKA,Judas,Esperanza Spalding,Emily’s D+Evolution,2017.01.10,0.658,0.522,1,-7.684,1,0.0355,0.321,0,0.107,0.415,118.943,4,"['jazz electric bass', 'jazz fusion', 'neo soul', 'vocal jazz']",1/1/16,47,40
1Y6Dv0tWYUP3Za2Es9FUL2,May This Be Love,Jimi Hendrix,Are You Experienced,2017.01.10,0.539,0.609,8,-9.397,1,0.0622,0.218,0.111,0.115,0.488,95.347,4,"['album rock', 'blues-rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",5/12/67,70,54
10odSvMUn94qjDoAdVldFZ,Heart,Plini,Other Things,2017.01.10,0.638,0.665,7,-10.923,1,0.0774,0.223,0.816,0.16,0.625,95.026,4,"['djent', 'instrumental rock', 'jazz metal']",3/11/13,47,42
0POIckpJtVYttAJ5wTrxPC,Buffalo,Toro y Moi,What For?,2017.01.10,0.632,0.519,1,-7.207,1,0.0265,0.109,0,0.122,0.632,99.999,4,"['alternative dance', 'art pop', 'chillwave', 'freak folk', 'indie pop', 'indie r&b', 'indietronica', 'neo-psychedelic', 'new rave', 'nu gaze']",4/6/15,58,44
2U2jIhfr40UtW9MtZCLVet,Hearing Blue,Little Tybee,For Distant Viewing,2017.01.10,0.414,0.83,9,-7.608,1,0.0622,0.0652,0.00852,0.0829,0.694,129.314,4,['stomp pop'],4/9/13,32,35
1OIQJBBqqYBSc7K0gTfsFz,This December,Ricky Montgomery,Montgomery Ricky,2017.01.10,0.658,0.873,9,-4.873,1,0.0504,0.0253,0,0.132,0.891,139.934,4,"['indie rockism', 'lo-fi beats']",4/8/16,40,46
44CLN3rzhW86oTcedUMKOj,Cherry,Ratatat,Ratatat,2017.01.11,0.526,0.352,5,-11.259,1,0.0315,0.608,0.916,0.114,0.0552,125,4,"['alternative dance', 'brooklyn indie', 'indietronica', 'new rave']",2004,63,41
1mRRxkBHkiaSr4nNV11Qvi,The Process of Leaving,E-Vax,Parking Lot Music,2017.01.11,0.641,0.398,0,-14.58,1,0.39,0.821,0.936,0.0992,0.409,91.011,4,['electronica'],2000,14,26
02vbwgCw4piXoMteswBt5I,Pain,De La Soul,and the Anonymous Nobody...,2017.01.11,0.908,0.417,10,-8.244,0,0.255,0.0452,0.0824,0.0895,0.81,104.504,4,"['alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'jazz rap', 'rap']",8/26/16,57,52
5ZrrXIYTvjXPKVQMjqaumR,Loud Pipes,Ratatat,Classics,2017.01.11,0.718,0.703,7,-7.162,0,0.0382,0.109,0.822,0.208,0.858,87.975,4,"['alternative dance', 'brooklyn indie', 'indietronica', 'new rave']",8/22/06,63,61
1w2b7yH3BlYMzDGN3QNQra,Nostrand,Ratatat,Classics,2017.01.11,0.71,0.375,0,-8.371,0,0.0664,0.135,0.915,0.0925,0.867,169.928,4,"['alternative dance', 'brooklyn indie', 'indietronica', 'new rave']",8/22/06,63,43
6xPkf69rcfWM0Jfll6V3uo,Move On,Garden City Movement,Entertainment,2017.01.16,0.501,0.551,9,-7.567,1,0.0336,0.314,0.433,0.641,0.0681,117.277,4,"['chillwave', 'israeli indie', 'vapor soul']",11/25/13,42,48
00xa1Km8WBVMQK7mzPGGWh,Don't Wanna Be,Xenia Rubinos,Black Terry Cat,2017.01.16,0.697,0.405,8,-9.004,1,0.139,0.231,0.000458,0.0984,0.188,89.871,4,"['brooklyn indie', 'lo star']",6/3/16,32,31
7er0EUMY653mxZ1NVD9mwQ,FIND YOUR WINGS,"Tyler, The Creator",Cherry Bomb,2017.01.16,0.512,0.427,9,-7.338,0,0.0277,0.405,0.0837,0.0976,0.191,75.027,4,"['hip hop', 'rap']",4/13/15,75,56
5eGLqr3F2jdFBB4ZDYbZQJ,Tinker Creek,Hikes,Hikes,2017.01.16,0.293,0.725,7,-8.122,1,0.0381,0.482,0.0881,0.0835,0.208,82.36,4,['math pop'],6/20/14,27,33
43Fd2LMelrD0HU01n4g4cw,"Selfless, Cold and Composed",Ben Folds Five,Whatever And Ever Amen (Remastered Edition),2017.01.16,0.233,0.497,11,-9.508,1,0.0322,0.361,0.0288,0.076,0.272,180.779,3,"['alternative rock', 'folk-pop', 'indie pop', 'permanent wave', 'piano rock', 'pop rock']",3/18/97,46,38
4iwChnVkJz2STSniIn3QMR,Level,The Raconteurs,Broken Boy Soldiers,2017.01.16,0.519,0.666,1,-9.732,1,0.0645,0.101,0.346,0.118,0.274,146.467,4,"['alternative rock', 'dance-punk', 'garage rock', 'indie rock', 'modern rock', 'post-grunge', 'rock']",2006,57,53
68c3b4PdFH2Cmq1SSxHj6i,The Best of Times?,Garden City Movement,The Best of Times?,2017.01.16,0.49,0.761,7,-5.985,0,0.0508,0.04,0.0213,0.154,0.288,75.891,4,"['chillwave', 'israeli indie', 'vapor soul']",9/24/15,42,29
7egan51AWmUrVRx2u01njl,Virgo Vibes,Roy Ayers,Virgo Vibes,2017.01.16,0.512,0.318,10,-14.414,1,0.0376,0.863,0.585,0.123,0.323,109.689,4,"['acid jazz', 'deep funk', 'disco', 'funk', 'jazz funk', 'jazz vibraphone', 'quiet storm', 'soul', 'soul jazz']",7/21/17,48,11
6tN9HUEbN5NZGpVEJGkthu,Warhol,Indigo la End,さようなら、素晴らしい世界,2017.01.16,0.363,0.7,1,-5.182,1,0.0313,0.0279,0.0084,0.0453,0.329,95.146,4,"['j-indie', 'j-rock', 'japanese city pop']",4/11/12,42,19
19cRmxCNUJjN0xwcsrfdE9,Out Of Sight - Remastered,Roy Ayers,West Coast Vibe,2017.01.16,0.348,0.562,9,-13.316,0,0.0482,0.718,0.271,0.156,0.463,170.138,4,"['acid jazz', 'deep funk', 'disco', 'funk', 'jazz funk', 'jazz vibraphone', 'quiet storm', 'soul', 'soul jazz']",1/1/10,48,9
5kMz2u71nU8x7cDjnXldNj,Entertainment,Garden City Movement,Entertainment,2017.01.16,0.536,0.526,10,-6.158,0,0.0716,0.324,0.228,0.105,0.483,129.958,4,"['chillwave', 'israeli indie', 'vapor soul']",11/25/13,42,18
6kz9zhxw2Vh1vXRjwWmbUm,Chariot,Page France,"Hello, Dear Wind",2017.01.16,0.61,0.671,10,-6.526,1,0.0279,0.000965,8.12E-05,0.149,0.519,109.367,4,['stomp and holler'],9/12/06,19,33
597i9UhHbW8hHgBUp8Tm54,Panic Switch,Silversun Pickups,Swoon,2017.01.16,0.163,0.885,5,-4.623,0,0.0725,0.000202,0.0121,0.228,0.549,198.556,3,"['alternative metal', 'alternative rock', 'dance-punk', 'garage rock', 'indie pop', 'indie rock', 'indietronica', 'la indie', 'modern rock', 'post-grunge', 'rock']",4/14/09,57,57
7g9vpzVIArr9rLoYrNQve5,Wave,Roy Ayers,Stoned Soul Picnic,2017.01.16,0.495,0.445,2,-13.959,0,0.0318,0.891,0.125,0.156,0.55,144.443,4,"['acid jazz', 'deep funk', 'disco', 'funk', 'jazz funk', 'jazz vibraphone', 'quiet storm', 'soul', 'soul jazz']",7/21/17,48,18
19xIkK0geTHrEkeBiQMDL1,Rakuen,Indigo la End,Nagisanite,2017.01.16,0.5,0.751,6,-5.382,1,0.0394,0.000896,0.219,0.0953,0.605,147.991,4,"['j-indie', 'j-rock', 'japanese city pop']",9/5/12,42,38
2fzfK9oH5ZO4cUUPQe0GdD,Days Of Wine And Roses - Remastered,Roy Ayers,West Coast Vibe,2017.01.16,0.528,0.406,0,-14.161,1,0.038,0.787,0.757,0.101,0.609,96.248,4,"['acid jazz', 'deep funk', 'disco', 'funk', 'jazz funk', 'jazz vibraphone', 'quiet storm', 'soul', 'soul jazz']",1/1/10,48,11
7dc7NYSH4SEyeVtVbJgFZX,Dominic,Ramona Lisa,Arcadia,2017.01.16,0.548,0.51,9,-7.174,0,0.0301,0.103,4.19E-05,0.156,0.615,102.956,3,[],1/1/10,15,22
6IXFanTf6PefSKWmK7xTp7,Rena Ha Asa Wo Ubattamitaida,Indigo la End,Nagisanite,2017.01.16,0.232,0.755,11,-4.547,0,0.0396,0.000229,0.00137,0.194,0.667,161.777,4,"['j-indie', 'j-rock', 'japanese city pop']",9/5/12,42,26
61rjspU9Rmf2NdrSmkVv0v,"Old, New Bycicle",Helvetia,The Acrobats,2017.01.16,0.653,0.944,8,-6.98,1,0.078,0.429,0.899,0.114,0.729,89.072,4,"['indie garage rock', 'noise pop', 'preverb', 'slow core']",1/1/08,31,39
5iXuX70Sxp6sKdumBcQQW7,Katie Queen Of Tennessee,The Apache Relay,Apache Relay,2017.01.16,0.559,0.915,2,-5.364,1,0.0309,0.0944,0.000409,0.368,0.752,127.048,4,"['lo star', 'stomp and holler']",1/1/14,37,49
5cWwEAb1xeGJSVYVY9VS8u,"Cricket And The Genie - Movement I, The Delirium",The Claypool Lennon Delirium,Monolith Of Phobos,2017.01.16,0.443,0.672,11,-6.237,1,0.0479,0.0458,0.0448,0.212,0.836,134.424,3,['funk rock'],6/3/16,31,32
3lJvOpLZrCrYmF07NLi3Am,Raindrops Keep Falling On My Head,Roy Ayers,Ubiquity,2017.01.16,0.408,0.556,5,-14.629,1,0.032,0.753,0.926,0.161,0.857,125.029,4,"['acid jazz', 'deep funk', 'disco', 'funk', 'jazz funk', 'jazz vibraphone', 'quiet storm', 'soul', 'soul jazz']",1/1/09,48,9
6ZKvCmbRHECqbs4M8AeqNd,Move To Groove - Live At The Montreaux Jazz Festival/1972,Roy Ayers Ubiquity,Live At The Montreaux Jazz Festival,2017.01.16,0.395,0.77,1,-13.422,1,0.0595,0.0179,0.0814,0.707,0.919,98.564,4,"['funk', 'jazz funk', 'soul', 'soul jazz']",1/1/96,45,9
3K4oV3E9NVN4NZBVnWBPRI,Ain't No Sunshine,Roy Ayers,"Red, Black & Green",2017.01.16,0.569,0.751,2,-10.252,0,0.0335,0.0817,0.538,0.163,0.956,92.966,4,"['acid jazz', 'deep funk', 'disco', 'funk', 'jazz funk', 'jazz vibraphone', 'quiet storm', 'soul', 'soul jazz']",1/1/73,48,19
7GaiL46MFjCh4LfEDeM8HY,Resurrection Fern,Iron & Wine,The Shepherd's Dog,2017.01.17,0.513,0.355,5,-9.997,1,0.0287,0.284,0,0.108,0.218,75.04,4,"['chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'modern rock', 'neo mellow', 'new americana', 'stomp and holler']",9/25/07,65,57
2IUJwiedwNgHAY60FOqPwN,Garbage,Chairlift,Does You Inspire You,2017.01.18,0.769,0.662,7,-8.941,1,0.0293,0.0784,0.106,0.16,0.887,119.656,4,"['alternative dance', 'art pop', 'brooklyn indie', 'chamber pop', 'chillwave', 'electropop', 'escape room', 'folk-pop', 'indie pop', 'indie r&b', 'indietronica', 'metropopolis', 'neo-synthpop', 'new rave', 'shimmer pop']",2008,46,24
6fAQ5boPt3dPojWBVpaWE1,Wrong Opinion,Chairlift,Something,2017.01.19,0.636,0.729,11,-7.358,0,0.03,0.0398,0.0579,0.417,0.154,118.2,4,"['alternative dance', 'art pop', 'brooklyn indie', 'chamber pop', 'chillwave', 'electropop', 'escape room', 'folk-pop', 'indie pop', 'indie r&b', 'indietronica', 'metropopolis', 'neo-synthpop', 'new rave', 'shimmer pop']",1/24/12,46,27
2gxMB9jJ8LiXoaxTP6iZia,Close To You,Dreezy,No Hard Feelings,2017.01.19,0.481,0.51,10,-7.298,0,0.137,0.0854,1.89E-06,0.125,0.243,142.458,4,"['deep pop r&b', 'drill', 'trap music', 'trap queen']",7/22/16,55,52
2Ewas6ys7AB0UXmjFklQMt,Guilty As Charged,Chairlift,Something,2017.01.19,0.785,0.665,1,-7.685,1,0.0505,0.138,0.00145,0.128,0.261,120.236,4,"['alternative dance', 'art pop', 'brooklyn indie', 'chamber pop', 'chillwave', 'electropop', 'escape room', 'folk-pop', 'indie pop', 'indie r&b', 'indietronica', 'metropopolis', 'neo-synthpop', 'new rave', 'shimmer pop']",1/24/12,46,25
7nOtXCM1w97j4KeBRH2rPj,Used To Love You,Yuna,Chapters (Deluxe),2017.01.19,0.621,0.461,8,-7.65,1,0.0713,0.24,0.00133,0.12,0.301,137.941,4,"['indie r&b', 'malaysian pop']",5/20/16,57,48
0QjtRTtio8DXBF8uGnb22j,Didntu kno,Sleepyeyes,Burnout,2017.01.19,0.743,0.506,8,-3.902,1,0.159,0.548,0.00139,0.123,0.319,103.672,3,[],3/14/16,11,8
48EjSdYh8wz2gBxxqzrsLe,Cranes in the Sky,Solange,A Seat at the Table,2017.01.19,0.719,0.615,6,-5.972,1,0.045,0.408,0.000147,0.235,0.465,96.988,4,"['dance pop', 'escape room', 'hip pop', 'indie r&b', 'neo soul', 'pop', 'r&b', 'urban contemporary']",9/30/16,60,67
1yncmKBXvxDMU9TY5ixwCR,Frigid Spring,Chairlift,Something,2017.01.19,0.546,0.657,11,-6.946,0,0.0267,0.19,0.0023,0.0969,0.562,133.894,4,"['alternative dance', 'art pop', 'brooklyn indie', 'chamber pop', 'chillwave', 'electropop', 'escape room', 'folk-pop', 'indie pop', 'indie r&b', 'indietronica', 'metropopolis', 'neo-synthpop', 'new rave', 'shimmer pop']",1/24/12,46,24
4EI01jKoCYK0tZqgAL2RpO,Amanaemonesia,Chairlift,Something,2017.01.19,0.471,0.834,6,-5.419,1,0.0989,0.206,0.00111,0.182,0.801,166.977,4,"['alternative dance', 'art pop', 'brooklyn indie', 'chamber pop', 'chillwave', 'electropop', 'escape room', 'folk-pop', 'indie pop', 'indie r&b', 'indietronica', 'metropopolis', 'neo-synthpop', 'new rave', 'shimmer pop']",1/24/12,46,39
5LqTyA6YFHZVZeZK1WPo59,The Acrobats,Helvetia,The Acrobats,2017.01.20,0.477,0.794,7,-8.949,1,0.0292,0.738,0.641,0.0967,0.338,105.258,4,"['indie garage rock', 'noise pop', 'preverb', 'slow core']",1/1/08,31,20
5xjOV0QRt7tOQOOPWlldbh,Isitu,Sleepyeyes,Burnout,2017.01.20,0.672,0.47,5,-7.482,0,0.505,0.649,0.42,0.143,0.55,134.703,4,[],3/14/16,11,3
5y4MDqm1PYa2T1vT6vboJI,Radio cure,Wilco,Yankee Hotel Foxtrot,2017.01.21,0.481,0.201,9,-15.272,1,0.0344,0.532,0.0126,0.111,0.159,79.072,4,"['alternative country', 'alternative rock', 'chamber pop', 'chicago indie', 'folk rock', 'folk-pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'lo-fi', 'modern rock', 'rock', 'roots rock', 'slow core', 'stomp and holler']",4/16/02,58,41
2tEDGg3M8C6wdpglmIQySS,La Llorona,Charles Lloyd & The Marvels,I Long To See You,2017.01.22,0.411,0.246,9,-12.126,0,0.029,0.645,0.678,0.0816,0.0782,98.333,3,[],1/15/16,43,26
3fzPJ9JfWPRNjBu5S1Pswg,Evaporar,Little Joy,Little Joy (US Edition),2017.01.22,0.637,0.194,4,-15.021,1,0.0401,0.912,0.92,0.143,0.273,84.52,3,[],11/4/08,41,37
7axefC9lYm0Be292Dy0Iar,Afternoon Speaker,The Sea and Cake,Oui,2017.01.22,0.608,0.612,9,-9.983,1,0.0487,0.00801,0.216,0.806,0.784,153.39,4,"['alternative pop', 'alternative rock', 'chicago indie', 'dream pop', 'experimental rock', 'freak folk', 'garage psych', 'gbvfi', 'indie pop', 'indie rock', 'lo-fi', 'neo-psychedelic', 'noise pop', 'post rock', 'slow core']",10/3/00,41,30
4xEFm5RzpShNosiiRaunxM,Composure,Warpaint,The Fool,2017.01.23,0.392,0.585,9,-6.524,0,0.0337,0.0118,0.00342,0.0708,0.207,119.364,4,"['alternative dance', 'art pop', 'chamber pop', 'chillwave', 'dance-punk', 'dream pop', 'garage rock', 'indie pop', 'indie rock', 'indietronica', 'la indie', 'modern rock', 'neo-psychedelic', 'new rave', 'nu gaze', 'trip hop']",10/25/10,54,25
5TNDRI0ICTBlbBSbxcwkWz,Ugly When I Cry,Daddy Issues,Can We Still Hang,2017.01.23,0.354,0.417,4,-13.809,0,0.0282,0.509,4.57E-05,0.123,0.247,91.654,4,"['indie punk', 'preverb']",6/30/15,30,19
6E495JmYuGPcYOJtdATH1O,Objects Of My Affection,Peter Bjorn and John,Writer's Block,2017.01.23,0.47,0.909,6,-6.765,0,0.0519,6.84E-05,0.138,0.0654,0.403,108.062,3,"['alternative dance', 'dance-punk', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'swedish alternative rock', 'swedish indie pop']",2/20/07,56,39
0XLtaEZAVBOe3kp4tN2vgr,Obvs,Jamie xx,In Colour,2017.01.23,0.633,0.392,5,-12.604,0,0.0384,0.859,0.93,0.0817,0.421,151.998,4,"['future garage', 'indie r&b', 'indietronica', 'new rave']",6/2/15,61,48
44HBswFhaYMxqeeGr5kp9V,Wednesday Night Melody,Bleached,Welcome the Worms,2017.01.23,0.323,0.885,1,-5.828,1,0.0573,0.0001,0,0.0747,0.456,173.157,4,"['garage pop', 'indie garage rock', 'indie punk', 'noise pop', 'preverb']",4/1/16,37,41
1gbQQPtdGHqeDbMYr4wgDF,Business Cats,Mika Miko,C.Y.S.L.A.B.F.,2017.01.23,0.296,0.993,6,-3.781,0,0.17,0.331,0.145,0.0768,0.502,162.14,4,"['noise rock', 'riot grrrl']",2006,16,21
1JWnStHIUxRqiNcz3AF0nf,Drone,Chastity Belt,Time to Go Home,2017.01.23,0.363,0.734,9,-6.502,1,0.031,7.86E-06,0.333,0.114,0.502,116.888,4,"['art pop', 'chillwave', 'dream pop', 'folk-pop', 'freak folk', 'garage psych', 'indie garage rock', 'indie pop', 'indie psych-rock', 'indie punk', 'indie rock', 'indietronica', 'lo-fi', 'neo-psychedelic', 'noise pop', 'preverb']",3/23/15,50,45
